time,ax,ay,az,aT
15.319376,-0.5240,-0.3220,-1.6210,1.734
15.319676,-0.6930,-0.2050,-1.9310,2.062
15.324186,-0.7270,-0.1280,-2.0500,2.179
15.325569,-0.7080,-0.1010,-2.0460,2.167
15.331357,-0.7300,-0.0990,-2.3690,2.481
15.335816,-0.7650,-0.0260,-2.2300,2.358
15.341757,-0.7180,-0.1270,-2.2410,2.357
15.345568,-0.7120,-0.1560,-2.1970,2.315
15.351370,-0.6770,-0.1690,-2.0860,2.200
15.355181,-0.5060,-0.1390,-2.0020,2.070
15.362234,-0.3630,-0.1610,-1.8370,1.879
15.365417,-0.3420,-0.3580,-1.8220,1.888
15.370449,-0.3360,-0.2410,-1.8620,1.907
15.375012,-0.3030,-0.3400,-1.7100,1.770
15.382229,-0.2300,-0.4380,-1.6950,1.766
15.384825,-0.1310,-0.4250,-1.6260,1.686
15.391360,-0.1680,-0.5620,-1.4890,1.600
15.394938,-0.1930,-0.5740,-1.4870,1.606
15.400984,-0.1890,-0.7350,-1.4590,1.645
15.404495,-0.2140,-0.8260,-1.3220,1.573
15.409525,-0.1700,-0.7930,-1.3350,1.562
15.414398,-0.1260,-0.9620,-1.1850,1.532
15.420513,-0.0280,-1.0060,-0.9800,1.405
15.436196,-0.0230,-1.0890,-0.6540,1.270
15.436720,0.0920,-1.1830,-0.3410,1.235
15.437021,0.1290,-1.2610,-0.0030,1.268
15.457246,0.1690,-1.3120,0.3770,1.376
15.457618,0.1030,-1.4710,0.6470,1.610
15.457903,0.0810,-1.5370,1.0670,1.873
15.458209,-0.0730,-1.6860,1.3370,2.153
15.458493,-0.1310,-1.6340,1.4160,2.166
15.464961,-0.1200,-1.6690,1.5090,2.253
15.468763,-0.2600,-1.6540,1.3850,2.173
15.474421,-0.2780,-1.5210,1.0980,1.896
15.479701,-0.3250,-1.4480,0.6220,1.609
15.483265,-0.3470,-1.2980,0.0910,1.347
15.487933,-0.4130,-1.0840,-0.1650,1.172
15.493212,-0.4410,-0.9540,-0.7080,1.267
15.497925,-0.4850,-0.7040,-1.1540,1.436
15.504632,-0.5030,-0.5490,-1.3830,1.571
15.507992,-0.5910,-0.5040,-1.7200,1.887
15.512796,-0.5840,-0.4300,-1.8800,2.015
15.519228,-0.5910,-0.2860,-2.1500,2.248
15.522585,-0.4900,-0.1680,-2.2010,2.261
15.527514,-0.4580,-0.1420,-2.2530,2.303
15.532452,-0.3580,-0.0860,-2.1950,2.226
15.537104,-0.3250,0.0410,-2.2070,2.231
15.543245,-0.1420,0.0230,-2.1920,2.197
15.547234,0.0130,0.0070,-2.1910,2.191
15.552518,-0.0330,-0.0320,-1.9040,1.905
15.570146,0.0580,-0.1630,-1.5500,1.560
15.570628,-0.0780,-0.2770,-1.2240,1.257
15.571075,0.0180,-0.3750,-1.0210,1.088
15.572039,-0.0600,-0.5260,-0.7240,0.897
15.587785,-0.0800,-0.6470,-0.4540,0.794
15.588282,-0.0460,-0.7130,0.0740,0.718
15.588529,-0.0770,-0.9010,0.2480,0.938
15.591502,-0.0660,-0.9120,0.5300,1.057
15.598701,-0.0420,-1.0200,0.7730,1.281
15.601553,0.0650,-1.1150,0.8380,1.396
15.607672,-0.0470,-1.0220,1.1070,1.507
15.611273,-0.0500,-1.0940,1.2280,1.645
15.616555,-0.1480,-1.1820,1.1580,1.661
15.622497,-0.1120,-1.1370,1.1830,1.645
15.626653,-0.2150,-1.0660,1.0870,1.538
15.631209,-0.2100,-1.0390,1.0180,1.470
15.637201,-0.2490,-1.0000,0.8140,1.313
15.641068,-0.2490,-0.9610,0.7870,1.267
15.645601,-0.3180,-0.9100,0.7190,1.203
15.651147,-0.2800,-0.8600,0.6790,1.131
15.655539,-0.2430,-0.8770,0.5850,1.082
15.661709,-0.2340,-0.7990,0.6540,1.059
15.665194,-0.1980,-0.9920,0.6550,1.205
15.670480,-0.1080,-0.9530,0.7240,1.202
15.676770,-0.0860,-0.9670,0.8060,1.262
15.680692,-0.0360,-0.9680,1.0650,1.440
15.685201,0.0820,-1.0090,1.2020,1.571
15.691202,0.1880,-1.1460,1.2840,1.731
15.694854,0.1850,-1.1460,1.3800,1.803
15.700337,0.2510,-1.1880,1.5030,1.932
15.705310,0.1540,-1.1760,1.5850,1.980
15.709592,0.1660,-1.1380,1.4770,1.872
15.715862,0.0700,-1.2790,1.7220,2.146
15.719718,-0.0270,-1.2980,1.6690,2.114
15.734273,-0.1770,-1.1560,1.7920,2.140
15.734741,-0.2330,-1.0580,1.7120,2.026
15.735071,-0.1950,-0.7850,1.3050,1.535
15.754830,-0.1990,-0.6100,0.6400,0.906
15.755347,-0.1460,-0.4070,0.0120,0.433
15.755999,-0.1430,-0.3790,-0.4060,0.574
15.756167,-0.0240,-0.2030,-0.8650,0.889
15.758821,-0.1090,-0.2830,-1.2160,1.253
15.764211,-0.0090,-0.1810,-1.5250,1.536
15.768717,0.0510,-0.1260,-1.7130,1.718
15.774415,0.0710,-0.2690,-1.4930,1.519
15.778244,-0.0440,-0.3090,-1.0430,1.089
15.784244,-0.0320,-0.6400,-0.3890,0.750
15.788501,0.0660,-0.8560,0.2340,0.890
15.794712,0.1840,-1.1220,0.8310,1.408
15.797940,0.3330,-1.4240,1.5490,2.130
15.803220,0.4740,-1.6710,2.0750,2.706
15.807960,0.5900,-1.7550,2.5470,3.149
15.813338,0.4920,-1.9490,3.0590,3.660
15.817892,0.4380,-1.9970,3.4220,3.986
15.824607,0.4830,-2.1190,3.6490,4.247
15.827541,0.2700,-2.0840,3.5490,4.124
15.834695,0.0740,-2.0160,3.3140,3.880
15.837261,0.0140,-1.8610,3.0520,3.575
15.842489,-0.1680,-1.6060,2.4770,2.957
15.847361,-0.1790,-1.3440,1.9040,2.337
15.852696,-0.3280,-1.1040,1.4000,1.813
15.867749,-0.5090,-0.9250,0.8420,1.350
15.868571,-0.6930,-0.6840,0.0680,0.976
15.869008,-0.8660,-0.5010,-0.6370,1.186
15.892929,-0.6870,-0.3070,-1.2740,1.480
15.893466,-0.7010,-0.1280,-1.8010,1.937
15.893890,-0.7040,0.1460,-2.4500,2.553
15.894133,-0.6540,0.3010,-2.7180,2.812
15.894317,-0.4980,0.4720,-2.9040,2.984
15.896226,-0.5050,0.6060,-3.1040,3.203
15.902244,-0.3770,0.5530,-3.2090,3.278
15.907512,-0.1920,0.5610,-3.1650,3.220
15.912852,-0.1420,0.5190,-3.0540,3.101
15.916282,-0.1030,0.4010,-2.8350,2.865
15.921654,-0.0740,0.4370,-2.5480,2.586
15.925973,-0.1100,0.3690,-2.1400,2.174
15.931353,-0.0490,0.2100,-1.8560,1.868
15.936103,-0.0110,-0.0010,-1.4900,1.490
15.942517,0.0160,-0.1140,-1.3020,1.307
15.945514,0.0300,-0.2670,-1.2100,1.239
15.952727,-0.0230,-0.1870,-1.1040,1.120
15.955459,0.0740,-0.3250,-0.9030,0.963
15.960977,-0.0470,-0.4760,-0.9200,1.037
15.965133,0.1170,-0.5050,-0.6370,0.821
15.971035,0.2130,-0.6160,-0.6670,0.933
15.975069,-0.0330,-0.5920,-0.6560,0.884
15.980810,-0.0370,-0.6370,-0.6450,0.907
15.985026,-0.0160,-0.6410,-0.6740,0.930
16.002476,-0.1070,-0.6340,-0.6340,0.903
16.002995,-0.2430,-0.6010,-0.5130,0.827
16.003230,-0.2180,-0.5950,-0.5670,0.850
16.004452,-0.2520,-0.4960,-0.5130,0.757
16.021266,-0.2740,-0.4660,-0.4440,0.700
16.021810,-0.2020,-0.4360,-0.4840,0.682
16.022072,-0.1320,-0.3940,-0.7550,0.862
16.025060,-0.1160,-0.2970,-0.6990,0.768
16.030838,-0.1690,-0.2960,-0.6710,0.753
16.034109,-0.0310,-0.1720,-0.6560,0.679
16.039061,-0.0410,-0.1290,-0.7640,0.776
16.044193,0.0590,-0.1400,-0.8450,0.859
16.048945,0.0250,-0.1240,-0.7490,0.760
16.053991,-0.0210,-0.0260,-0.8440,0.845
16.059525,-0.0110,0.0310,-0.9120,0.913
16.063721,-0.0540,0.1310,-0.8990,0.910
16.070268,-0.1780,0.1490,-0.9130,0.942
16.073822,-0.1520,0.1820,-0.9680,0.997
16.078439,-0.2200,0.2430,-0.9680,1.022
16.083388,-0.2210,0.2090,-0.9010,0.951
16.088180,-0.0980,0.2580,-0.9830,1.021
16.093152,-0.0840,0.2130,-0.8210,0.852
16.098260,0.0660,0.1000,-0.8630,0.871
16.104507,0.1070,0.1520,-0.7820,0.804
16.109185,0.1760,0.0950,-0.6750,0.704
16.112913,0.1490,0.0250,-0.5670,0.587
16.118250,0.2320,0.0970,-0.4550,0.520
16.135949,0.2140,0.0670,-0.3330,0.401
16.136330,0.3050,0.0780,-0.2380,0.395
16.136506,0.2040,0.0470,-0.2380,0.317
16.137382,0.2060,-0.0200,-0.1140,0.236
16.157136,0.1960,0.0440,-0.0600,0.210
16.157562,0.1200,-0.0960,0.0220,0.155
16.157772,0.2490,-0.0860,0.1590,0.308
16.157927,0.0350,0.0090,0.3770,0.379
16.162384,0.2870,-0.1320,0.5540,0.638
16.167166,0.2970,-0.1770,0.5530,0.652
16.172257,0.4040,-0.0870,0.8800,0.972
16.177134,0.3620,-0.1350,1.0020,1.074
16.183285,0.2950,-0.1290,1.0420,1.091
16.190454,0.2150,-0.1250,0.9870,1.018
16.192175,0.2450,-0.0150,1.0680,1.096
16.197029,0.2330,0.0120,1.0680,1.093
16.201513,0.1540,0.0090,0.8090,0.824
16.207618,0.1010,0.0990,0.7820,0.795
16.211340,0.0740,0.1200,0.5510,0.569
16.216230,0.0560,0.3390,0.3500,0.490
16.222353,-0.0550,0.3280,0.1870,0.382
16.227176,0.0380,0.4270,0.1340,0.449
16.231233,0.0460,0.4160,-0.0680,0.424
16.236161,0.0460,0.4700,-0.0750,0.478
16.241124,0.0770,0.4980,-0.0470,0.506
16.245758,0.1770,0.4630,-0.1250,0.511
16.251199,0.1390,0.3600,-0.1090,0.401
16.257534,0.2200,0.3600,0.1280,0.441
16.261654,0.2350,0.2860,0.2660,0.456
16.267206,0.2660,0.2560,0.5410,0.655
16.270978,0.3800,0.1180,0.5690,0.694
16.275354,0.3940,-0.0610,0.8170,0.909
16.281930,0.5500,0.0350,0.9820,1.126
16.285131,0.5450,-0.0450,1.2270,1.343
16.302899,0.5150,-0.2350,1.5550,1.655
16.303276,0.4870,-0.2210,1.8000,1.878
16.303585,0.4880,-0.3590,1.9630,2.054
16.324561,0.4360,-0.5670,1.9500,2.077
16.325120,0.4120,-0.4500,2.1000,2.187
16.325317,0.3880,-0.5810,2.1000,2.213
16.325504,0.2970,-0.4700,2.1550,2.226
16.325761,0.3020,-0.5250,2.4280,2.502
16.329222,0.1440,-0.6230,2.4560,2.538
16.334340,0.1650,-0.5620,2.1990,2.276
16.340983,0.0770,-0.3290,1.6970,1.730
16.345724,-0.1330,-0.1390,1.0040,1.022
16.349190,-0.3590,0.0740,0.3530,0.509
16.354247,-0.4660,0.2600,-0.1870,0.565
16.359750,-0.7680,0.3120,-0.6600,1.060
16.364007,-0.6500,0.3790,-1.2820,1.486
16.368931,-0.6180,0.3560,-1.8360,1.970
16.374374,-0.2630,0.3530,-2.0500,2.097
16.378369,-0.2230,0.4000,-1.9520,2.005
16.386133,-0.1160,0.3460,-1.5550,1.597
16.388168,-0.0620,0.0980,-0.8870,0.895
16.393301,-0.0300,-0.2770,0.0100,0.279
16.398765,0.1560,-0.6610,0.8520,1.090
16.403255,0.3750,-1.1340,1.5570,1.962
16.418408,0.4340,-1.3600,2.2870,2.696
16.418997,0.5650,-1.5710,2.8130,3.271
16.419246,0.6300,-1.7020,3.2030,3.681
16.440164,0.5620,-1.8220,3.6880,4.152
16.440738,0.2780,-1.9600,3.7100,4.205
16.441066,0.2700,-2.1160,3.9910,4.525
16.441230,0.3020,-2.0200,4.0140,4.504
16.442640,0.1050,-2.1340,3.7790,4.341
16.447613,-0.0120,-2.0090,3.8440,4.337
16.452516,0.1170,-1.8790,3.3240,3.820
16.457538,-0.0140,-1.7840,2.6830,3.222
16.464567,-0.1340,-1.5460,2.0020,2.533
16.467205,-0.2860,-1.3550,1.2810,1.886
16.473160,-0.4300,-1.1150,0.6440,1.358
16.476726,-0.6190,-0.9600,0.0350,1.143
16.481792,-0.7440,-0.6990,-0.6810,1.227
16.486950,-0.8470,-0.6030,-1.3150,1.676
16.491883,-0.8170,-0.4790,-1.9220,2.143
16.496821,-0.8600,-0.3270,-2.2550,2.435
16.503935,-0.9190,-0.1710,-2.5340,2.701
16.507818,-0.9520,-0.1480,-2.6360,2.807
16.511416,-1.0680,-0.0790,-2.5750,2.789
16.516286,-1.1960,-0.0870,-2.5820,2.847
16.521343,-1.2670,-0.1040,-2.3730,2.692
16.526229,-1.1710,-0.2790,-2.1110,2.430
16.531661,-1.1790,-0.3550,-2.0400,2.383
16.536147,-1.0890,-0.2770,-1.5490,1.914
16.546829,-0.9970,-0.4150,-1.4660,1.821
16.547531,-0.8080,-0.4420,-1.2070,1.518
16.551357,-0.7010,-0.4960,-1.1530,1.438
16.555814,-0.5540,-0.5350,-1.1390,1.375
16.570130,-0.3550,-0.4920,-1.0700,1.230
16.570668,-0.2660,-0.5720,-1.0830,1.253
16.570877,-0.3560,-0.5570,-1.1090,1.291
16.575710,-0.2560,-0.6500,-1.0950,1.299
16.583004,-0.2250,-0.6890,-1.0660,1.289
16.585318,-0.2480,-0.7530,-1.1610,1.406
16.591320,-0.1760,-0.8440,-1.0370,1.349
16.595037,-0.2120,-0.8920,-0.9010,1.285
16.600186,-0.0440,-0.9660,-0.8460,1.285
16.605023,-0.0240,-1.0380,-0.6420,1.221
16.609948,-0.0160,-1.1490,-0.2890,1.185
16.614888,-0.0190,-1.2590,0.0090,1.259
16.622142,-0.0180,-1.2310,0.3610,1.283
16.625109,-0.0010,-1.4360,0.4540,1.506
16.629447,0.0610,-1.4500,0.7500,1.634
16.634382,0.0570,-1.3710,0.9920,1.693
16.639115,-0.0530,-1.4980,1.0030,1.804
16.644225,-0.2140,-1.4780,1.2180,1.927
16.650149,-0.2390,-1.5570,1.1470,1.949
16.654308,-0.2910,-1.5180,0.9400,1.809
16.660929,-0.3840,-1.4150,0.6390,1.599
16.664694,-0.4790,-1.3020,0.2300,1.406
16.668662,-0.5210,-1.1650,-0.0560,1.277
16.674748,-0.6340,-0.8410,-0.4500,1.145
16.678715,-0.6670,-0.7910,-0.7480,1.277
16.683564,-0.7300,-0.6480,-0.9770,1.381
16.688734,-0.7400,-0.5460,-1.1660,1.485
16.693377,-0.7520,-0.4580,-1.4220,1.673
16.699797,-0.7110,-0.2610,-1.7180,1.878
16.704242,-0.7530,-0.1720,-2.0420,2.183
16.717483,-0.6340,-0.1090,-2.1200,2.215
16.718262,-0.4620,-0.0030,-2.2530,2.300
16.718749,-0.4540,0.0770,-2.2500,2.297
16.736482,-0.2970,0.1340,-2.3830,2.405
16.737101,-0.2090,0.0720,-2.2180,2.229
16.737291,-0.2420,0.1090,-2.1620,2.178
16.738735,-0.1780,0.0400,-2.1200,2.128
16.745072,-0.0040,-0.0380,-1.8070,1.807
16.747755,0.0250,-0.1270,-1.4680,1.474
16.752652,-0.0910,-0.2670,-1.1700,1.204
16.757882,0.0390,-0.3510,-0.8600,0.930
16.762381,-0.0590,-0.4190,-0.5640,0.705
16.767377,-0.0980,-0.6090,-0.3240,0.697
16.772321,-0.0550,-0.6210,-0.1780,0.648
16.778241,0.0040,-0.6330,-0.0340,0.634
16.783066,0.0370,-0.7820,0.1650,0.800
16.786969,0.0820,-0.7550,0.2690,0.806
16.791831,0.0330,-0.8100,0.2240,0.841
16.796677,-0.0310,-0.8130,0.2480,0.851
16.801701,-0.0820,-0.7910,0.1760,0.814
16.807777,-0.3670,-0.7970,0.1730,0.894
16.811477,-0.4910,-0.9400,0.2660,1.093
16.818188,-0.4540,-0.7720,0.1000,0.901
16.821910,-0.5550,-0.8220,0.0310,0.992
16.826225,-0.5490,-0.7220,0.0980,0.912
16.831461,-0.5320,-0.7460,0.0010,0.916
16.836305,-0.5430,-0.7690,0.0280,0.942
16.850261,-0.5140,-0.7100,0.0950,0.882
16.850838,-0.4590,-0.7730,0.1350,0.909
16.851520,-0.3500,-0.6720,0.2430,0.796
16.867303,-0.2950,-0.6930,0.3650,0.837
16.867902,-0.1990,-0.6040,0.4860,0.800
16.868115,-0.1300,-0.8010,0.4850,0.945
16.870733,-0.1690,-0.7660,0.5250,0.944
16.875521,-0.1530,-0.8120,0.5910,1.016
16.880985,-0.1230,-0.8440,0.6170,1.053
16.885637,-0.2820,-0.8210,0.9150,1.261
16.891326,-0.3190,-0.9470,0.8310,1.300
16.896690,-0.3700,-1.0590,0.9930,1.498
16.901175,-0.4200,-1.1040,1.0180,1.559
16.904800,-0.5110,-1.1210,1.2070,1.725
16.910227,-0.5200,-1.1260,1.2740,1.778
16.914962,-0.6260,-1.1310,1.6540,2.099
16.920045,-0.7180,-0.9750,1.7890,2.160
16.924623,-0.5510,-0.9030,1.6520,1.962
16.929863,-0.5360,-0.8210,1.1070,1.479
16.935851,-0.3590,-0.5640,0.6300,0.919
16.941366,-0.4730,-0.3500,-0.1170,0.600
16.944429,-0.3740,-0.2850,-0.4010,0.618
16.949626,-0.3330,-0.2320,-0.9310,1.016
16.954790,-0.2950,-0.2170,-1.3100,1.360
16.960184,-0.1240,-0.2650,-1.7990,1.823
16.963944,-0.0100,-0.1700,-1.9610,1.968
16.968934,0.0240,-0.2700,-1.7980,1.818
16.980122,-0.0900,-0.4710,-1.1860,1.279
16.981614,0.0030,-0.6630,-0.2350,0.703
16.984215,0.0360,-1.0790,0.5090,1.194
16.988803,0.0340,-1.4080,1.4430,2.016
16.998464,0.3100,-1.7200,2.0090,2.663
16.999121,0.2780,-1.9100,2.5060,3.163
17.003964,0.2640,-1.9890,3.0440,3.646
17.008111,0.1710,-2.0730,3.4330,4.014
17.014865,0.1070,-2.1880,3.7940,4.381
17.018002,0.0450,-2.2550,3.7620,4.386
17.023957,-0.0290,-2.2060,3.8380,4.427
17.027694,-0.3190,-2.1510,3.8340,4.408
17.033047,-0.5150,-1.9680,3.4070,3.968
17.037534,-0.5890,-1.7540,3.0090,3.532
17.042700,-0.6810,-1.5060,2.2170,2.765
17.047605,-0.6010,-1.2940,1.6170,2.156
17.054420,-0.6480,-1.0210,1.1810,1.690
17.057871,-0.8500,-0.8080,0.6370,1.335
17.063317,-0.7980,-0.6410,0.1620,1.036
17.067242,-0.7760,-0.5040,-0.4740,1.040
17.072153,-0.8390,-0.2750,-0.8390,1.218
17.077059,-0.7670,-0.0460,-1.2440,1.462
17.082210,-0.6960,0.2640,-1.7990,1.947
17.086898,-0.6250,0.2630,-1.9590,2.073
17.093328,-0.6640,0.4820,-2.3500,2.489
17.096678,-0.5380,0.5280,-2.5110,2.622
17.102735,-0.5330,0.4820,-2.6710,2.766
17.118223,-0.4170,0.5240,-2.7100,2.792
17.118756,-0.2990,0.5840,-2.7090,2.787
17.119036,-0.1900,0.4330,-2.5050,2.549
17.121329,-0.1870,0.3820,-2.2060,2.247
17.141469,-0.2070,0.2550,-1.7580,1.788
17.141966,-0.1010,-0.0710,-1.5420,1.547
17.142226,-0.1290,-0.2590,-1.0820,1.120
17.142357,-0.1410,-0.4970,-0.6090,0.799
17.145783,-0.0290,-0.5160,-0.3140,0.605
17.151427,0.0020,-0.7240,-0.0720,0.728
17.155976,0.1020,-0.7830,0.2360,0.824
17.161453,0.0790,-0.8010,0.4230,0.909
17.165714,0.0010,-0.9160,0.7330,1.173
17.174519,-0.0380,-0.9780,0.7430,1.229
17.175326,0.0030,-0.9750,1.0270,1.416
17.182285,0.0420,-0.9750,1.0520,1.435
17.185186,0.0500,-0.9510,1.0230,1.398
17.191614,0.0410,-0.9300,1.0080,1.372
17.195215,-0.0120,-0.9260,0.8720,1.272
17.200269,0.0540,-0.7350,0.6950,1.013
17.205282,-0.0330,-0.7110,0.5320,0.889
17.211358,0.0410,-0.5110,0.2740,0.581
17.215578,-0.0920,-0.4630,0.0440,0.474
17.220771,0.0730,-0.3740,-0.1160,0.398
17.225109,0.0870,-0.2450,-0.2780,0.381
17.229751,0.1710,-0.2240,-0.4120,0.499
17.235005,0.1470,-0.2020,-0.5330,0.589
17.252342,0.2470,-0.2060,-0.5190,0.611
17.252716,0.1850,-0.1680,-0.5450,0.600
17.252878,0.1260,-0.1150,-0.5170,0.544
17.254425,0.0550,-0.1830,-0.4350,0.475
17.274587,0.0140,-0.0870,-0.4760,0.484
17.275042,-0.0910,-0.1260,-0.4220,0.450
17.275220,-0.1140,-0.1380,-0.3130,0.361
17.275486,-0.0410,-0.0960,-0.4780,0.489
17.278560,-0.0610,-0.0530,-0.4650,0.472
17.283963,-0.1070,-0.0380,-0.7250,0.734
17.290870,-0.1400,-0.0770,-0.6570,0.676
17.294834,-0.1870,-0.0350,-0.8220,0.844
17.300083,-0.2340,0.0060,-0.9720,1.000
17.304784,-0.2420,-0.0340,-1.0140,1.043
17.308529,-0.2510,0.0480,-1.0690,1.099
17.313314,-0.2880,0.0360,-0.9060,0.951
17.318423,-0.2850,0.1070,-0.9610,1.008
17.324403,-0.3250,0.0550,-0.8520,0.914
17.330170,-0.2840,0.0440,-0.8120,0.861
17.332989,-0.2300,-0.0060,-0.7570,0.791
17.338205,-0.1640,-0.0020,-0.6490,0.669
17.343466,-0.1400,-0.1200,-0.4580,0.494
17.348297,-0.0880,-0.1430,-0.3490,0.387
17.352598,-0.1320,-0.1250,-0.3490,0.394
17.357749,-0.0940,-0.0610,-0.2540,0.278
17.362411,-0.0020,-0.2060,-0.0100,0.206
17.368857,-0.0180,-0.2430,0.0580,0.250
17.372638,0.0070,-0.1440,0.1130,0.183
17.377119,0.0170,-0.2060,0.1530,0.257
17.382838,-0.0910,-0.1470,0.1390,0.222
17.387267,0.0180,-0.1990,0.1930,0.278
17.398000,0.0050,-0.0750,0.2340,0.246
17.398923,0.0940,-0.1560,0.2610,0.318
17.401842,0.1620,-0.0190,0.2060,0.263
17.419931,0.1760,-0.0470,0.2200,0.286
17.420351,0.2300,0.0330,0.3430,0.414
17.420545,0.2660,-0.0300,0.3990,0.480
17.422004,0.3310,-0.0180,0.4270,0.541
17.426357,0.3420,0.1150,0.5360,0.646
17.431571,0.3670,0.0040,0.5910,0.696
17.436666,0.2530,0.0670,0.5930,0.648
17.441407,0.1510,0.1160,0.6350,0.663
17.447425,0.0910,0.0560,0.7310,0.739
17.451435,0.0310,-0.0310,0.7870,0.788
17.456245,-0.0150,-0.0190,0.6510,0.651
17.462203,0.0460,-0.0950,0.6120,0.621
17.465609,0.0660,-0.1590,0.4770,0.507
17.471356,0.1520,-0.1140,0.5470,0.579
17.476397,0.1860,-0.0860,0.5900,0.625
17.481383,0.2570,-0.2440,0.6600,0.749
17.486755,0.3700,-0.2540,0.6350,0.778
17.491092,0.4430,-0.2900,0.6230,0.818
17.495478,0.5290,-0.4500,0.7470,1.020
17.501289,0.6300,-0.4720,0.8440,1.154
17.505342,0.6500,-0.5080,0.9960,1.293
17.510067,0.7790,-0.5700,1.1200,1.479
17.515181,0.6240,-0.6880,1.3530,1.641
17.520025,0.6890,-0.7380,1.5440,1.845
17.530556,0.7690,-0.7490,1.7220,2.029
17.531114,0.6880,-0.6380,1.9000,2.119
17.535114,0.5820,-0.5710,1.9150,2.081
17.543932,0.4780,-0.3430,1.5610,1.668
17.544385,0.4840,-0.2000,0.9630,1.096
17.552510,0.2700,-0.0450,0.5010,0.571
17.554322,0.1360,0.0810,-0.0010,0.158
17.559159,0.0960,0.3190,-0.4070,0.526
17.565398,0.1360,0.3130,-0.7590,0.832
17.568812,0.0650,0.3640,-1.1250,1.184
17.574137,-0.0490,0.3510,-1.4500,1.493
17.579490,0.0250,0.2630,-1.3260,1.352
17.583818,0.0850,0.2900,-1.1620,1.201
17.589062,0.0900,0.0780,-0.6710,0.681
17.593773,0.0950,-0.1680,0.1050,0.220
17.598555,0.1430,-0.4920,0.8800,1.018
