time,ax,ay,az,aT
5.871427,-0.3460,-0.0630,-0.6090,0.703
5.876950,-0.3590,0.0040,-0.4600,0.584
5.880989,-0.3320,-0.1050,-0.1210,0.369
5.885466,-0.2380,-0.0810,0.1340,0.285
5.891270,-0.1280,-0.2940,0.4320,0.538
5.895132,-0.0060,-0.3590,0.6070,0.705
5.900867,0.0900,-0.3410,0.7290,0.810
5.918068,0.1580,-0.3360,0.9860,1.054
5.918482,0.1590,-0.4820,1.1890,1.293
5.918826,0.0380,-0.5600,1.3510,1.463
5.920226,-0.0550,-0.5850,1.3760,1.496
5.929250,-0.0110,-0.6250,1.4160,1.548
5.929798,-0.1840,-0.6110,1.3870,1.527
5.934929,-0.1950,-0.6120,1.4540,1.590
5.939524,-0.1940,-0.6830,1.2900,1.472
5.944522,-0.2610,-0.6600,1.4120,1.580
5.949680,-0.2770,-0.6510,1.4250,1.591
5.956404,-0.1990,-0.6850,1.4250,1.594
5.959166,-0.2740,-0.6520,1.4250,1.591
5.964539,-0.2150,-0.6340,1.4660,1.612
5.969038,-0.1310,-0.5220,1.8480,1.925
5.973949,-0.1180,-0.3710,1.9040,1.943
5.980434,0.0710,-0.2640,1.5780,1.602
5.984015,0.3680,-0.1060,1.0220,1.091
5.989770,0.5390,-0.0850,0.2610,0.605
5.995314,0.6930,0.0990,-0.2530,0.744
5.998577,0.7210,0.2180,-0.4950,0.901
6.004020,0.7730,0.3400,-0.6970,1.095
6.008259,0.7860,0.3700,-0.7760,1.165
6.013388,0.8000,0.4200,-0.7740,1.190
6.018521,0.8600,0.3530,-0.7180,1.175
6.023306,0.7480,0.1970,-0.5540,0.951
6.028139,0.6820,-0.0470,-0.1870,0.709
6.034606,0.5410,-0.2720,0.2870,0.670
6.052005,0.5020,-0.5350,0.8840,1.149
6.052622,0.4000,-0.6720,1.3850,1.591
6.053002,0.4250,-0.9440,1.6270,1.928
6.053327,0.3030,-1.0530,1.9650,2.250
6.065500,0.2640,-1.1380,2.3430,2.618
6.066129,0.0620,-1.2110,2.5440,2.818
6.067457,0.0240,-1.2210,2.5820,2.856
6.073786,-0.1640,-1.2080,2.5250,2.804
6.077023,-0.3270,-1.2700,2.4690,2.796
6.082669,-0.5450,-1.1190,2.4400,2.739
6.086931,-0.6980,-1.0160,2.1260,2.458
6.092274,-0.7460,-0.8780,1.6210,1.989
6.097328,-0.7980,-0.6100,1.3350,1.671
6.102345,-0.9770,-0.5100,0.7770,1.348
6.106718,-0.9140,-0.3060,0.3830,1.037
6.113198,-0.9780,-0.1600,0.0710,0.994
6.116637,-0.9210,0.0130,-0.5530,1.074
6.123086,-0.8100,0.0610,-0.7830,1.128
6.126439,-0.6180,0.1380,-1.0130,1.195
6.131478,-0.6560,0.2290,-1.1060,1.306
6.136302,-0.5140,0.2010,-1.1050,1.235
6.141269,-0.3970,0.2830,-0.9680,1.084
6.146111,-0.3570,0.2320,-0.8580,0.958
6.152980,-0.2720,0.0740,-0.7220,0.775
6.156634,-0.1150,0.1220,-0.5320,0.558
6.161027,-0.1180,0.0470,-0.4510,0.469
6.165572,-0.0640,0.0690,-0.4790,0.488
6.171813,0.0170,0.0230,-0.5070,0.508
6.175699,-0.0370,0.0830,-0.4810,0.490
6.181463,0.0320,-0.0450,-0.5780,0.581
6.185793,-0.0360,0.0150,-0.7960,0.797
6.200864,-0.0910,-0.0200,-0.9880,0.992
6.201502,0.0680,0.0520,-1.1520,1.155
6.201842,-0.0730,0.0430,-1.2750,1.278
6.220268,-0.0410,0.1030,-1.2070,1.212
6.221413,-0.0910,0.0540,-1.0700,1.075
6.221911,-0.0500,0.0060,-0.9480,0.949
6.222279,0.0040,0.0930,-1.0700,1.074
6.226574,-0.1610,0.0180,-0.9470,0.961
6.231771,-0.2190,-0.0030,-0.9050,0.931
6.235467,-0.2240,-0.0100,-1.0680,1.091
6.240164,-0.3390,0.0640,-0.8350,0.903
6.244738,-0.3180,0.0050,-0.8210,0.880
6.249435,-0.4310,0.1480,-0.7110,0.845
6.254655,-0.5030,0.1170,-0.7240,0.889
6.259443,-0.3280,0.1410,-0.7640,0.843
6.264294,-0.2200,0.2060,-0.8870,0.937
6.270386,-0.2070,0.2590,-0.9550,1.011
6.274110,-0.2330,0.2450,-0.8730,0.936
6.278830,-0.0950,0.2330,-0.7920,0.831
6.284219,-0.0790,0.2220,-0.6150,0.659
6.290741,-0.1160,0.1430,-0.5610,0.590
6.293685,-0.0850,0.1070,-0.4940,0.513
6.299746,-0.1960,0.0280,-0.3860,0.434
6.304036,-0.2190,0.0460,-0.1680,0.280
6.309685,-0.2710,-0.0030,-0.1550,0.312
6.313614,-0.1870,-0.1480,-0.0610,0.246
6.318484,-0.2540,-0.0950,0.1140,0.294
6.333180,-0.1160,-0.0640,0.1000,0.166
6.333696,-0.0640,-0.0490,0.0040,0.081
6.333945,0.0430,-0.0480,-0.0640,0.091
6.343924,0.2240,-0.0810,0.0200,0.239
6.344372,0.3260,0.0270,0.0070,0.327
6.349118,0.4300,0.0530,0.1300,0.452
6.353072,0.4790,-0.0020,-0.0190,0.479
6.358122,0.5160,-0.0670,-0.1100,0.532
6.362492,0.5200,-0.0150,0.0810,0.526
6.367688,0.4470,-0.0180,0.0540,0.451
6.373121,0.3760,0.0450,-0.2300,0.443
6.377417,0.2430,0.0270,-0.1870,0.308
6.382231,0.2530,0.0640,-0.3360,0.425
6.390280,0.1590,0.0070,-0.2680,0.312
6.392285,0.0930,0.1120,-0.2540,0.293
6.397157,0.0720,0.0520,-0.3080,0.321
6.402088,0.0480,0.0630,-0.2260,0.239
6.407071,-0.0160,0.0060,-0.1040,0.105
6.411842,-0.0260,0.0030,-0.0370,0.045
6.417111,0.0000,0.0250,0.0040,0.025
6.422974,-0.1070,0.1020,-0.0760,0.166
6.427822,0.0280,0.0270,0.0730,0.083
6.431386,-0.0830,0.1690,0.0740,0.202
6.436482,-0.0100,0.1900,-0.0200,0.191
6.442145,0.0090,0.2190,-0.1530,0.267
6.447317,0.0550,0.2210,-0.3150,0.389
6.451408,0.1390,0.3990,-0.5040,0.658
6.456732,0.1620,0.4370,-0.5660,0.733
6.461102,0.1600,0.5300,-0.6720,0.871
6.467585,0.1870,0.5180,-0.6290,0.836
6.471243,0.3250,0.5620,-0.7630,1.002
6.487562,0.2700,0.5390,-0.7410,0.955
6.488539,0.2980,0.5820,-0.6290,0.907
6.488763,0.2480,0.5490,-0.6960,0.921
6.490906,0.2270,0.5310,-0.4770,0.749
6.495441,0.2140,0.4440,-0.2670,0.561
6.500549,0.1250,0.3860,-0.1160,0.422
6.506948,0.2450,0.2370,0.0740,0.349
6.510666,0.2170,0.1430,0.1290,0.290
6.515122,0.1890,0.1390,0.2400,0.336
6.520009,0.1890,0.0870,0.3620,0.418
6.525081,0.2580,0.0090,0.3890,0.467
6.530692,0.2330,-0.0150,0.5520,0.599
6.534909,0.1970,-0.1210,0.7970,0.830
6.540224,0.2100,-0.1030,0.8510,0.883
6.546206,0.1710,-0.1690,1.0140,1.042
6.549473,0.0620,-0.2360,1.0550,1.083
6.554663,-0.0050,-0.3180,1.1230,1.167
6.559395,0.0360,-0.2670,1.2180,1.247
6.564446,-0.0320,-0.2580,1.3550,1.380
6.569718,-0.1270,-0.2380,1.4370,1.462
6.574463,-0.1680,-0.0300,1.3840,1.394
6.579177,-0.1000,0.1870,1.0440,1.065
6.585438,-0.1410,0.4700,0.2830,0.566
6.589540,-0.1850,0.5610,-0.4770,0.759
6.593924,-0.1910,0.7890,-1.2510,1.491
6.598840,-0.0910,0.8290,-1.7390,1.929
6.603710,0.0040,0.9560,-2.1040,2.311
6.608673,0.1530,0.9390,-2.2790,2.470
6.615062,0.2720,0.7540,-1.9640,2.121
6.618581,0.2840,0.5240,-1.5270,1.639
6.634484,0.2990,0.1810,-0.6970,0.780
6.634956,0.4140,-0.2620,0.1580,0.515
6.635153,0.4390,-0.6580,1.1360,1.384
6.638153,0.6050,-0.9130,1.9090,2.201
6.650594,0.5300,-1.2750,2.8170,3.137
6.651172,0.5130,-1.5030,3.3840,3.738
6.652649,0.2940,-1.6240,4.1700,4.485
6.657912,0.1320,-1.7380,4.5340,4.857
6.664465,-0.1090,-2.1040,4.4890,4.959
6.667540,-0.0110,-1.9480,4.4180,4.828
6.672924,-0.1670,-1.7590,4.1560,4.516
6.677329,-0.2700,-1.5920,3.9620,4.278
6.682794,-0.4150,-1.5030,3.4700,3.804
6.687381,-0.4270,-1.3260,2.7740,3.104
6.692457,-0.4830,-1.0350,2.1750,2.457
6.697097,-0.5160,-0.8190,1.2090,1.549
6.703650,-0.6490,-0.4730,0.6380,1.026
6.706713,-0.6630,-0.1570,0.2190,0.716
6.711812,-0.8150,-0.1710,-0.3090,0.888
6.716583,-0.7370,0.1260,-1.2450,1.452
6.723426,-0.6750,0.3840,-1.8670,2.022
6.726524,-0.6030,0.5900,-2.1630,2.322
6.731521,-0.5340,0.8270,-2.4850,2.673
6.736337,-0.4530,0.8780,-2.6300,2.809
6.742831,-0.3880,0.8240,-2.7080,2.857
6.746213,-0.4590,0.6540,-2.6360,2.754
6.751806,-0.4900,0.5720,-2.4550,2.568
6.768241,-0.5450,0.3190,-2.1120,2.204
6.768775,-0.5440,0.1930,-1.9060,1.991
6.769080,-0.6340,0.0460,-1.4010,1.538
6.783618,-0.7750,-0.0430,-1.0740,1.325
6.784259,-0.7480,-0.1710,-0.6120,0.981
6.784518,-0.7470,-0.4460,-0.3400,0.934
6.786175,-0.6920,-0.5180,-0.2330,0.895
6.791185,-0.5960,-0.6300,0.0380,0.868
6.795996,-0.4740,-0.6200,0.0100,0.780
6.801113,-0.4080,-0.8160,0.2140,0.937
6.806391,-0.3170,-0.7540,0.4040,0.912
6.811020,-0.2680,-0.7620,0.3770,0.891
6.815300,-0.3420,-0.9350,0.4460,1.091
6.823699,-0.3760,-1.0140,0.5420,1.210
6.824909,-0.4100,-1.0410,0.5020,1.226
6.830171,-0.4710,-1.0140,0.4890,1.220
6.835202,-0.6540,-1.0570,0.5170,1.346
6.839997,-0.6470,-0.9790,0.5870,1.312
6.844682,-0.6530,-1.0240,0.4110,1.282
6.849546,-0.6310,-0.9220,0.3710,1.177
6.856815,-0.6760,-0.8750,0.2230,1.128
6.860933,-0.6520,-0.7890,0.0610,1.025
6.864682,-0.6000,-0.6780,-0.1690,0.921
6.869416,-0.5880,-0.6210,-0.3440,0.922
6.874176,-0.5340,-0.5380,-0.6560,1.002
6.879757,-0.4390,-0.4150,-0.8730,1.062
6.884393,-0.4930,-0.1970,-0.9810,1.115
6.901723,-0.5340,-0.2780,-0.9930,1.161
6.902348,-0.5460,-0.2490,-1.3320,1.461
6.902717,-0.5320,-0.1380,-1.4950,1.593
6.904083,-0.5990,-0.1760,-1.5210,1.644
6.916869,-0.6540,-0.1160,-1.4520,1.597
6.917418,-0.6260,-0.0950,-1.4110,1.547
6.918097,-0.6670,-0.1550,-1.3560,1.519
6.923402,-0.6390,-0.1850,-1.2600,1.425
6.928370,-0.5570,-0.1730,-1.0970,1.242
6.933288,-0.5290,-0.1190,-0.9060,1.056
6.939632,-0.4200,-0.1330,-0.8520,0.959
6.943344,-0.4320,-0.0230,-0.7160,0.837
6.948377,-0.3090,-0.0480,-0.6220,0.696
6.953351,-0.3060,-0.0320,-0.4730,0.564
6.957816,-0.2760,0.0100,-0.5280,0.596
6.963193,-0.2850,-0.0550,-0.5430,0.616
6.967958,-0.2830,-0.1150,-0.5590,0.637
6.973536,-0.4800,0.0380,-0.6420,0.803
6.979091,-0.4060,-0.0800,-0.6300,0.754
6.982613,-0.6150,-0.1290,-0.4410,0.768
6.987543,-0.6110,-0.1280,-0.4080,0.746
6.992470,-0.5420,-0.2010,-0.3290,0.665
6.997134,-0.5570,-0.3160,-0.0590,0.643
7.002803,-0.6250,-0.4170,0.0740,0.755
7.007233,-0.4610,-0.3930,0.2160,0.643
7.012615,-0.4860,-0.3970,0.3630,0.725
7.018277,-0.3930,-0.4320,0.5650,0.813
7.034422,-0.2320,-0.4970,0.6320,0.837
7.034968,-0.2240,-0.3740,0.6710,0.800
7.035179,-0.3530,-0.4580,0.6300,0.855
7.036252,-0.2670,-0.3550,0.4530,0.634
7.051901,-0.3190,-0.3360,0.2490,0.526
7.052381,-0.3520,-0.2070,0.0830,0.417
7.052606,-0.3930,-0.0140,-0.2150,0.448
7.057509,-0.5050,0.0260,-0.5540,0.750
7.061276,-0.5230,0.0660,-0.7560,0.922
7.066283,-0.4510,0.1440,-1.0410,1.144
7.071193,-0.4960,0.3480,-1.1340,1.286
7.075685,-0.3650,0.2700,-1.2550,1.335
7.081033,-0.3970,0.2750,-1.3220,1.407
7.085590,-0.2380,0.3660,-1.2120,1.288
7.091247,-0.0790,0.2700,-1.1840,1.217
7.097035,0.1070,0.2320,-1.0480,1.079
7.101341,0.0770,0.0600,-0.7490,0.755
7.106868,0.1010,-0.0490,-0.4480,0.462
7.110967,0.0990,-0.1050,-0.0690,0.160
7.115243,0.0570,-0.3080,0.1880,0.365
7.120964,0.1940,-0.3870,0.5000,0.661
7.125327,0.1690,-0.6830,0.8790,1.126
7.130373,0.1570,-0.7210,1.2730,1.471
7.136597,0.1590,-0.8810,1.6380,1.867
7.140051,0.1480,-0.9740,1.9230,2.161
7.144927,0.0420,-1.0980,2.1800,2.441
7.149752,0.0860,-1.1700,2.2330,2.522
7.154725,0.0470,-1.0680,2.1920,2.439
7.159506,0.0620,-1.0100,1.9730,2.217
7.164478,0.0080,-0.8880,1.8510,2.053
7.169376,-0.0480,-0.7970,1.8240,1.991
7.183675,-0.0370,-0.5310,1.4980,1.590
7.184814,-0.0660,-0.3350,1.2400,1.286
7.185277,-0.0030,-0.0880,0.7790,0.784
7.201847,-0.0070,0.0750,0.0040,0.075
7.202528,-0.0270,0.2660,-0.4830,0.552
7.202799,-0.0620,0.2960,-0.9580,1.005
7.204162,-0.0320,0.4240,-1.3650,1.430
7.209317,-0.0440,0.5150,-1.6760,1.754
7.215097,0.0250,0.5300,-1.9200,1.992
7.218416,0.0670,0.5790,-1.8100,1.902
7.223396,0.0840,0.4180,-1.7560,1.807
7.228373,0.0890,0.4130,-1.4570,1.517
7.233808,0.0560,0.1420,-1.0240,1.035
7.238186,-0.0420,-0.0810,-0.5360,0.544
7.243175,-0.0140,-0.3670,-0.0900,0.378
7.248081,0.0560,-0.5550,0.4910,0.743
7.255114,0.0470,-0.8620,0.9230,1.264
7.258482,0.1760,-0.8960,1.4230,1.691
7.262943,0.2920,-1.1330,1.8140,2.159
7.268021,0.2050,-1.2230,2.4230,2.722
7.273338,0.2000,-1.2200,2.7460,3.011
7.277520,0.1820,-1.3860,2.9750,3.287
7.282627,0.0560,-1.3530,3.1760,3.453
7.287344,-0.0430,-1.3680,3.2150,3.494
7.293633,-0.1830,-1.1580,2.9410,3.166
7.297101,-0.1910,-1.2290,2.6260,2.906
7.302290,-0.2840,-0.9380,2.1900,2.399
7.311955,-0.2170,-0.8050,1.7140,1.906
7.314577,-0.2500,-0.4600,1.1840,1.295
7.316835,-0.2310,-0.2570,0.6540,0.740
7.327097,-0.2830,-0.2060,0.1790,0.393
7.327615,-0.2800,-0.0630,-0.2260,0.365
7.332933,-0.3990,0.1450,-0.4960,0.653
7.336929,-0.3670,0.3000,-0.8080,0.937
7.341516,-0.2790,0.4420,-1.2140,1.322
7.346610,-0.2430,0.5720,-1.3900,1.523
7.351316,-0.1930,0.7710,-1.5650,1.755
7.356163,-0.1680,0.8100,-1.7410,1.928
7.361530,-0.0350,0.8640,-1.6580,1.870
7.366343,0.0190,0.8130,-1.5080,1.713
7.373462,0.1160,0.7640,-1.4940,1.682
7.375898,0.1450,0.7180,-1.3710,1.554
7.381227,0.1360,0.6060,-1.2080,1.358
7.386395,0.1420,0.4960,-0.9910,1.117
7.391371,0.2030,0.2920,-0.9230,0.989
7.395964,0.1150,0.2930,-0.6660,0.737
7.401481,0.2450,0.1450,-0.3940,0.486
7.406714,0.2780,0.0650,-0.3000,0.414
7.412197,0.3640,-0.0010,-0.2590,0.447
7.415434,0.3250,-0.0280,-0.1230,0.349
7.420871,0.4220,-0.0560,-0.0560,0.429
7.426451,0.4080,-0.0850,0.0530,0.420
7.430938,0.4740,-0.1830,0.0800,0.514
7.435103,0.5130,-0.1330,-0.0420,0.532
7.451429,0.5500,-0.2200,-0.0940,0.600
7.451810,0.5590,-0.2260,-0.0670,0.607
7.451995,0.6220,-0.0420,-0.0660,0.627
7.454631,0.5620,-0.0610,-0.0910,0.573
7.466981,0.5310,-0.1080,-0.0370,0.543
7.467456,0.5550,-0.0730,-0.0640,0.563
7.469349,0.6230,-0.1200,0.0050,0.634
7.474614,0.5830,-0.0700,0.1280,0.601
7.480496,0.6410,-0.1160,0.0190,0.652
7.484226,0.5370,-0.1610,-0.0220,0.561
7.490506,0.4340,-0.0970,-0.0090,0.445
7.494009,0.3860,-0.1700,0.0180,0.422
7.499465,0.3510,-0.1230,0.0330,0.373
7.504332,0.2050,-0.1680,0.0330,0.267
7.508719,0.1980,-0.2290,0.0600,0.309
7.514080,0.0810,-0.1670,-0.1570,0.243
7.518775,0.1270,-0.1090,-0.1150,0.203
7.523649,-0.0070,-0.2510,0.0330,0.253
7.529839,-0.0440,-0.2310,0.1420,0.275
7.533645,-0.0810,-0.2260,0.0200,0.241
7.540289,0.0100,-0.1920,-0.0740,0.206
7.543337,-0.1110,-0.2140,-0.1150,0.267
7.548094,0.1870,-0.1570,-0.2910,0.380
7.553339,0.2260,-0.0730,-0.2760,0.364
7.558531,0.3920,-0.0530,-0.4480,0.598
7.564169,0.3570,-0.0920,-0.4870,0.611
7.569466,0.3660,-0.1300,-0.4040,0.560
7.573744,0.4030,-0.0880,-0.5660,0.700
7.577622,0.4390,-0.0170,-0.7090,0.834
7.582914,0.4050,-0.0680,-0.7750,0.877
7.587561,0.3230,-0.0910,-0.7340,0.807
7.592472,0.1750,-0.1270,-0.7060,0.738
7.597352,0.2070,-0.0750,-0.6890,0.723
7.602551,0.0610,-0.1910,-0.4850,0.525
7.616689,-0.0400,-0.1560,-0.6760,0.695
7.617200,-0.1240,-0.1490,-0.6220,0.652
7.617472,-0.1920,-0.1970,-0.7750,0.822
7.630366,-0.2760,-0.0780,-0.7080,0.764
7.630793,-0.3320,-0.0550,-0.7500,0.822
7.632227,-0.4290,-0.0050,-0.5460,0.694
7.637489,-0.3860,-0.0610,-0.5770,0.697
7.641557,-0.4010,-0.0510,-0.5920,0.717
7.647988,-0.4330,-0.0420,-0.5250,0.682
7.651395,-0.5220,-0.0190,-0.5110,0.731
7.656783,-0.5660,0.0770,-0.4600,0.733
7.662213,-0.5320,0.0030,-0.3790,0.653
7.666341,-0.4630,-0.0440,-0.4330,0.635
7.671578,-0.4380,0.0560,-0.6500,0.786
7.676269,-0.2690,0.1070,-0.5260,0.600
7.681108,-0.1930,0.1520,-0.4700,0.530
7.687566,-0.1750,0.2390,-0.5360,0.612
7.691980,-0.0770,0.2440,-0.4930,0.555
7.696813,-0.0020,0.0910,-0.4900,0.498
7.701184,-0.0160,0.1770,-0.4050,0.442
7.706817,0.1360,0.2370,-0.4030,0.487
7.710921,0.1230,0.1750,-0.3600,0.419
7.715751,0.1470,0.1560,-0.3950,0.449
7.721014,0.3100,0.1490,-0.2840,0.446
7.726562,0.2440,0.1160,-0.1320,0.301
7.730797,0.3560,0.1520,-0.1570,0.418
7.735698,0.2680,0.1400,-0.1510,0.338
7.750932,0.3670,0.1080,-0.0280,0.384
7.751326,0.4140,-0.0840,-0.0270,0.423
7.751520,0.2990,-0.0040,0.0700,0.307
7.765673,0.2460,-0.0410,0.0180,0.250
7.766337,0.1840,0.0000,0.1550,0.241
7.766526,0.2740,-0.1500,0.1430,0.344
7.769367,0.2010,-0.1500,0.2660,0.366
7.774925,0.1710,-0.1360,0.2800,0.355
7.779884,0.1240,-0.2580,0.4170,0.506
7.784523,0.1460,-0.2850,0.5130,0.605
7.789849,0.1540,-0.3270,0.7320,0.816
7.794568,0.1190,-0.2880,0.9900,1.038
7.799266,0.1270,-0.1800,1.1670,1.188
7.806976,0.1910,-0.1300,0.9780,1.005
7.809148,0.1200,-0.0280,0.6520,0.664
7.815568,0.1330,-0.0170,0.3280,0.354
7.818918,0.1530,0.0960,-0.2010,0.270
7.824309,0.2120,0.2500,-0.7020,0.775
7.828479,0.2540,0.3930,-0.9860,1.091
7.833451,0.2930,0.4310,-1.1190,1.234
7.839746,0.3580,0.2680,-1.2260,1.305
7.844933,0.3260,0.1930,-1.0740,1.139
7.848225,0.2130,0.1780,-0.7180,0.770
7.853511,0.1060,-0.0810,0.0040,0.133
7.858145,0.1070,-0.3420,0.5490,0.656
7.864689,0.2490,-0.5870,1.1740,1.336
7.867772,0.3940,-0.8020,1.8390,2.045
7.876225,0.3520,-0.9080,2.3680,2.560
7.877352,0.2170,-0.9480,2.5830,2.760
7.883809,0.0980,-1.0440,3.0980,3.271
7.887352,-0.0870,-1.1460,3.1360,3.340
7.892178,-0.0680,-1.0890,3.2840,3.461
7.897492,-0.0480,-1.2280,2.7500,3.012
7.902485,-0.0810,-1.1120,2.5310,2.766
7.907346,-0.1690,-0.9740,2.2430,2.451
7.912889,-0.2430,-0.7840,1.9430,2.109
7.916974,-0.3440,-0.7070,1.7370,1.907
7.923518,-0.4300,-0.5500,1.3550,1.524
7.926811,-0.4340,-0.5730,0.9320,1.177
7.932001,-0.5210,-0.3950,0.8090,1.040
7.936466,-0.4450,-0.2180,0.4410,0.663
7.941681,-0.5350,-0.0830,0.2650,0.603
7.947205,-0.4080,0.0080,0.0200,0.409
7.951594,-0.5700,0.0430,-0.2630,0.629
7.956267,-0.4080,0.0650,-0.6700,0.787
7.962927,-0.4240,0.3180,-0.7900,0.951
7.966211,-0.3340,0.3540,-1.0330,1.142
7.971274,-0.2990,0.5410,-1.1800,1.332
7.976069,-0.3740,0.5660,-1.2730,1.442
7.981069,-0.4070,0.4710,-1.1210,1.282
7.986210,-0.4110,0.5690,-1.2150,1.403
7.991438,-0.4560,0.4650,-1.1590,1.329
7.996025,-0.5390,0.3900,-1.0890,1.276
8.002612,-0.5950,0.3850,-1.0210,1.243
8.018765,-0.6900,0.3280,-1.0200,1.274
8.019314,-0.6210,0.1760,-0.8710,1.084
8.019603,-0.6330,0.2170,-0.9390,1.153
8.020799,-0.6170,0.2180,-0.8850,1.101
8.033367,-0.5330,0.1930,-0.7900,0.972
8.033914,-0.5430,-0.0480,-0.8450,1.006
8.035117,-0.5410,0.0500,-0.8740,1.029
8.041770,-0.5930,-0.1070,-0.8060,1.006
8.044819,-0.5770,-0.2230,-0.8340,1.038
8.050069,-0.5220,-0.1890,-0.7400,0.925
8.056218,-0.5230,-0.2080,-0.6730,0.877
8.060053,-0.7410,-0.4040,-0.4690,0.966
8.064499,-0.7160,-0.3260,-0.2110,0.815
8.070260,-0.6350,-0.5610,-0.0360,0.848
8.074874,-0.5820,-0.5100,0.0040,0.774
8.081034,-0.5000,-0.5130,0.4120,0.826
8.084499,-0.5130,-0.5570,0.4930,0.904
8.089983,-0.4150,-0.5890,0.6680,0.983
8.094254,-0.4100,-0.5400,0.6130,0.914
8.099195,-0.2680,-0.6020,0.8020,1.038
8.104519,-0.2740,-0.5160,0.8550,1.036
8.109021,-0.4010,-0.5560,0.8120,1.063
8.114107,-0.4450,-0.4880,0.7150,0.973
8.120259,-0.5160,-0.4240,0.4140,0.786
8.123570,-0.7080,-0.3890,0.3040,0.863
8.128719,-0.6700,-0.2300,-0.1530,0.725
8.133852,-0.6680,-0.2520,-0.2770,0.766
8.152041,-0.8890,-0.2100,-0.6310,1.110
8.152570,-0.9890,-0.0180,-0.9580,1.377
8.152864,-0.9960,-0.0040,-1.1350,1.510
8.153198,-0.9220,0.1450,-1.2570,1.566
8.164321,-0.8640,0.2000,-1.2970,1.571
8.164958,-0.8060,0.2700,-1.3240,1.573
8.168329,-0.8320,0.2180,-1.4320,1.670
8.173267,-0.6140,0.2480,-1.7030,1.827
8.177731,-0.6700,0.2660,-1.4840,1.650
8.182924,-0.5090,0.3540,-1.5370,1.657
8.187916,-0.4720,0.4290,-1.5090,1.638
8.192679,-0.4090,0.4110,-1.3720,1.489
8.198988,-0.3860,0.3530,-1.2210,1.328
8.202395,-0.3220,0.3520,-1.1520,1.247
8.207558,-0.2430,0.2980,-1.1380,1.201
8.212579,-0.4350,0.2320,-0.9880,1.104
8.217185,-0.3520,0.2220,-0.8390,0.937
8.224030,-0.4180,0.0910,-0.5270,0.679
8.227173,-0.4060,0.0910,-0.3670,0.555
8.231979,-0.2610,-0.0240,-0.2190,0.342
8.238587,-0.3360,-0.1520,0.0100,0.369
8.241721,-0.3280,-0.0620,-0.0720,0.341
8.247212,-0.3020,-0.1500,0.0980,0.351
8.252118,-0.3190,-0.1140,0.1230,0.360
8.257132,-0.2960,-0.1470,0.2980,0.445
8.261500,-0.3020,-0.1670,0.3920,0.522
8.266362,-0.2800,-0.2150,0.4580,0.578
8.271445,-0.3420,-0.1820,0.5250,0.652
8.277724,-0.3900,-0.1640,0.3880,0.574
8.281479,-0.3310,-0.1600,0.4140,0.554
8.286276,-0.4780,-0.0900,0.4680,0.675
8.297062,-0.4620,-0.0890,0.4810,0.673
8.298197,-0.4610,-0.0200,0.2080,0.506
8.301290,-0.5560,-0.0200,0.2490,0.610
8.309330,-0.5370,-0.0800,0.1490,0.563
8.310856,-0.4260,0.0280,0.1080,0.440
8.317308,-0.4270,0.0700,0.1350,0.453
8.320929,-0.4280,0.1660,0.0810,0.466
8.325609,-0.3660,0.0700,0.1330,0.396
8.331137,-0.3780,0.0200,0.1050,0.393
8.335004,-0.2840,0.0500,0.2410,0.376
8.341170,-0.2840,0.0690,0.3770,0.477
8.345121,-0.2840,-0.0050,0.5530,0.622
8.350355,-0.2560,-0.0110,0.7160,0.760
8.356822,-0.2680,-0.0980,0.8380,0.885
8.360136,-0.1980,-0.1840,1.0000,1.036
8.365040,-0.2100,-0.2430,1.1900,1.233
8.369846,-0.2610,-0.3160,1.3110,1.374
8.374803,-0.1500,-0.3080,1.4050,1.446
8.379760,-0.1490,-0.2730,1.4860,1.518
8.384641,-0.2170,-0.4840,1.7310,1.810
8.390249,-0.3000,-0.4530,1.8670,1.944
8.395985,-0.3720,-0.6140,1.9900,2.116
8.399254,-0.3360,-0.5480,2.0320,2.131
8.404441,-0.3030,-0.4980,2.1010,2.180
8.409045,-0.1900,-0.3430,1.9530,1.992
8.414265,0.0680,-0.1930,1.3160,1.332
8.418927,0.2970,0.0080,0.6110,0.679
8.435289,0.3450,0.1790,-0.1060,0.403
8.435762,0.3480,0.3520,-0.6320,0.803
8.435955,0.2670,0.5270,-1.0770,1.228
8.453984,0.2400,0.6520,-1.2090,1.394
8.455240,0.1580,0.5790,-1.3000,1.432
8.455755,0.2960,0.4840,-1.3370,1.452
8.456150,0.2330,0.5060,-1.2530,1.371
8.457977,0.1750,0.3700,-0.5710,0.703
8.463901,0.0820,0.2280,-0.0940,0.260
8.468133,0.0930,-0.0040,0.2300,0.248
8.474623,0.1090,-0.2190,0.6220,0.668
8.478130,0.1580,-0.4050,0.8090,0.918
8.483117,0.0720,-0.5470,1.1580,1.283
8.487667,0.2060,-0.6490,1.3590,1.520
8.492778,0.1770,-0.7910,1.4360,1.649
8.497621,0.1060,-0.9210,1.6910,1.928
8.502851,-0.0050,-1.1060,2.0010,2.286
8.507367,-0.0490,-1.1170,2.1880,2.457
8.514281,-0.0110,-1.4310,2.3890,2.785
8.517179,-0.2730,-1.3690,2.5230,2.883
8.523413,-0.4120,-1.3110,2.6430,2.979
8.527136,-0.4980,-1.3420,2.6010,2.969
8.532399,-0.5310,-1.2980,2.2860,2.682
